cod,seguradora,roa,roe,giro_ativo,endividamento,endividamento_comp,margem_lucro_bruto,margem_lucro_liquido,imobilizacao_ativo,sinistralidade,taxa_despesas_comercializacao,taxa_despesas_adm,combinado,combinado_ampliado,pmcr,liquidez_geral,liquidez_corrente,beneficiarios,tiquete_medio,ativo_total,ativo_circ,ativo_nao,aplicacoes,conta_corrente_cooperados,contraprestacao_a_receber,contraprestacoes_efetivas1,contraprestacoes_efetivas2,contraprestacoes_liquidas,contribuicao_social,creditos_n_opas,creditos_opas,debitos_diversos,debitos_n_opas,debitos_opas,despesas,despesas_adm,despesas_comercializacao,despesas_de_comercializacao_diferidas,despesas_emp,despesas_financeiras,despesas_patrimoniais,disponível,emprestimos_a_pagar,exigivel_a_longo_prazo,imobilizado,imposto_renda,impostos_diferidos,impostos_participacoes_lucro,intangível,investimentos,neg_recuperacao_outras_despesas_operacionais1,operadoras_pas,outras_despesas,outras_despesas_operacionais1,outras_receitas_operacionais1,outros_creditos_opas1,outros_creditos_opas2,outros_valores_e_bens1,outros_valores_e_bens2,outros_valores_e_bens3,participacoes_resultados,passivo_circ,passivo_nao,passivo_total,patrimonio_liquido,prov_contigencias,prov_opas_lp1,prov_perdas_creditos,prov_tecnicas_opas,provisoes,realizável a longo prazo,receita_adm_pas,receita_sus,receitas,receitas_financeiras,receitas_patrimoniais,resultado_acumulado,sinistros_conhecidos,sinistros_indenizaveis_liquidos,taxas_a_receber,titulos_a_receber,tributos_a_recolher,tributos_diretos_opas,variacao_das_prov_tec,variacao_peona,ativo_nivel,receitas_nivel,despesas_emp_nivel,modalidade
329339,unimed de criciúma cooperativa de ,0.1089543219811105,0.24796131947857156,1.8028168678720318,0.35785737970516235,0.3562199353875374,0.20264004054987533,0.06043560159813434,0.4761566337998657,0.9171649790429358,0.0070914358579965385,0.12126990380940905,1.0455263187103414,1.0627607747170922,18.722974484247835,2.7944093281627924,1.4705616226397793,63870,2186.900143416314,77.48,40.59,36.89,22.56,0.28,2.02,144.82,-5.15,144.76,0.18,0.69,7.26,8.13,1.88,0.0,166.46,16.94,0.99,,5.49,1.97,0.17,1.81,0.0,0.13,32.21,0.45,,0.63,0.07,4.4,-0.46,0.25,14.56,2.62,0.35,0.72,4.27,7.9,0.06,0.0,,27.6,15.83,77.48,34.04,,0.13,1.57,13.44,,0.21,,31.29,175.53,-0.29,3.9,,128.0,128.11,,0.3,3.87,-5.15,0.06,0.11,n4,n5,n4,Cooperativa Médica
329355,irmandade de misericordia de porto,,,,0.5085257721577376,0.5057282438335102,,,0.4965115651329263,,,,,,,1.9664686722894618,0.9955711214595047,12902,,18.31,9.22,9.09,3.95,,1.39,23.33,,23.33,,2.29,1.39,2.55,1.04,0.02,37.78,0.83,0.24,,0.39,0.59,,0.24,0.68,0.05,7.59,,,,,,,,18.88,0.01,0.0,,,1.33,0.02,,,9.26,6.25,18.31,2.8,,0.05,0.03,3.69,,1.5,,14.12,37.8,,0.35,,16.97,17.2,,0.0,1.28,,,0.23,n3,n4,n1,Filantropia
329665,fundação assistencial dos empregad,,,,,0.3532632583050391,,,0.027042290245846236,,,,,,,,2.7542001237898766,3716,,3.52,3.42,0.1,3.19,,0.06,3.49,,3.49,,,0.06,0.16,,0.14,3.7,1.14,,,,,,0.17,,,,,,,,,,,,0.0,,,,,,,,1.24,,3.52,2.27,,,0.02,0.93,0.01,0.1,,,3.9,,0.41,,2.52,2.54,,,0.0,,,0.02,n2,n2,,Autogestão
329886,unimed de jaboticabal coop. de tra,-0.0058522154548445665,-0.031626292077476664,1.1140543020921112,0.3247938828251621,0.30391355825829797,0.18994514585335406,-0.005253079175633128,0.6950256337912312,0.8286985196146988,0.013396266746072864,0.18002112823959987,1.0221159146003715,1.0578015405709271,4.279179270731105,3.0788757205082713,1.003490492351017,29679,2239.6321725799385,59.66,18.2,41.47,12.41,0.01,0.79,67.06,-0.59,67.06,0.11,0.41,0.79,2.91,,1.17,72.55,11.97,0.89,,3.46,2.08,,0.28,2.34,1.25,6.74,0.27,,0.47,0.17,0.38,,0.0,2.22,0.24,0.07,,,2.53,0.17,0.03,0.09,18.13,30.49,59.66,11.04,,1.25,0.06,9.43,0.0,34.18,,3.46,72.67,-0.16,2.79,,55.34,55.08,,1.59,2.28,-0.59,,-0.26,n4,n4,n3,Cooperativa Médica
330108,unimed curvelo cooperativa de trab,0.12010540450087293,0.2585285051600502,1.7491215005169798,0.44837537067911576,0.4422449769467788,0.22492076955586288,0.06866613009180547,0.1959728410306312,0.7762221520545926,0.011013943808313826,0.15553144162419363,0.9427675374871,,9.134653616108176,2.2302741528496215,1.818058318084929,33711,1557.5390649936223,30.02,24.14,5.88,19.66,0.06,0.98,53.04,-0.53,53.04,0.22,1.08,1.33,1.77,0.0,0.53,57.63,8.17,0.58,,1.99,0.92,,0.39,,0.18,3.55,0.6,,0.9,0.14,0.37,,,6.32,0.02,0.51,0.35,,0.62,0.02,,0.08,13.28,2.8,30.02,13.95,0.53,0.18,0.34,9.91,0.09,1.82,,6.38,62.14,,2.58,,40.08,40.76,,1.04,0.9,-0.53,-0.0,0.67,n3,n4,n2,Cooperativa Médica
330116,santa casa de misericórdia de votu,,,,,0.6232910488682318,,,0.5614181214165029,,,,,,,,0.6922893648344594,14260,,71.37,31.3,40.07,14.99,,0.22,23.47,,23.47,,9.81,0.22,26.92,3.06,,182.19,143.17,,,51.09,4.96,0.0,0.22,7.37,,37.0,,,,0.06,,,,13.63,,0.0,,,6.06,0.01,,,45.22,23.72,72.55,3.6,,,0.06,6.31,,3.01,,137.32,181.01,,20.22,,20.06,20.36,,0.0,1.56,,,0.3,n4,n5,n5,Filantropia
330264,unimed de barra mansa soc. coop. s,0.048565356717363714,0.14663628831872286,1.941972131005052,,0.6584191584009501,0.23160487456886167,0.02500826656674476,0.3151520857361158,0.8411048276996236,0.004411409268338094,0.13638828461573996,0.9819045215837016,1.0006176412368193,33.93075651856299,,1.0401397127129768,21678,3565.741396346527,39.8,27.26,12.54,10.16,,7.28,78.06,-0.76,78.06,0.09,6.95,7.29,1.87,2.92,,85.18,10.54,0.34,,3.16,0.86,0.0,2.82,,,9.56,0.23,,0.33,0.0,1.31,,0.01,3.29,2.56,0.05,,,0.02,0.0,,,26.21,0.41,39.8,13.18,0.14,,2.43,20.23,,1.68,,8.91,87.45,-0.58,1.71,,65.77,65.02,,0.02,1.19,-0.76,,-0.75,n3,n4,n3,Cooperativa Médica
330281,associação dos auditores fiscais d,,,,,0.33367494105639034,,,0.12224439591309422,,,,,,,,2.630570942210992,3986,,8.74,7.67,1.07,4.03,,2.72,30.01,,30.0,,,2.72,0.68,,,29.03,4.23,,,1.35,0.21,0.02,0.12,0.02,,0.68,,,,0.0,0.36,-0.2,,0.12,0.7,0.01,,,0.8,0.0,,,2.92,0.12,8.74,5.71,,,0.16,1.89,0.05,0.03,0.01,0.02,30.39,,0.34,,23.79,23.79,,0.0,0.28,,,,n2,n4,n2,Autogestão
330566,unimed resende cooperativa de trab,0.047720795480362975,0.15093356789759046,1.0181934649510533,0.34678724839207153,0.3438666474237705,0.35814566106341506,0.04686810230377683,0.7034756238943758,0.6873446347804366,0.013028185722828434,0.11790502128415224,0.8182778417874172,,20.99205763731201,2.883612372244488,0.8623237476712792,17381,3550.7143921523502,60.61,17.97,42.64,8.61,0.62,3.6,64.57,-2.86,64.57,0.09,3.56,3.6,3.62,0.51,,84.37,7.28,0.8,,2.59,6.5,,0.95,2.16,0.18,41.19,0.24,,0.33,0.11,0.93,,,21.59,2.02,0.0,,,0.94,0.03,0.02,,20.84,20.61,60.61,19.16,,0.18,3.76,12.63,,0.4,,24.4,87.6,,1.39,,41.82,42.42,,0.25,1.3,-2.86,,0.6,n4,n4,n3,Cooperativa Médica
330809,fundação de seguridade social da a,,,,,0.25553914670343075,,,0.07261364684433513,,,,,,,,3.629136142619882,18613,,40.84,37.88,2.97,36.68,,1.12,47.63,,47.63,,,1.12,0.0,,0.0,54.26,0.46,,,,0.01,,0.07,,,,,,,,,,,,,2.15,,,0.0,,,,10.44,2.97,40.84,27.44,,,-0.21,10.43,0.0,2.97,,,54.45,,4.67,,52.55,54.0,,,0.0,,,1.45,n3,n4,,Autogestão
330892,sociedade divina providência - saú,,,0.7040520402357209,,0.24987167086425785,0.2022759171178341,,0.027405733242624984,0.8012548500894298,0.021127113850821975,0.17062017043581526,0.993002134376067,,0.44177731038186224,,3.89237508755338,11441,841.0363429770125,13.67,13.29,0.37,13.14,,0.01,9.63,-0.01,9.63,,0.0,0.01,0.19,0.09,0.0,9.86,1.64,0.2,,0.52,0.23,,0.02,,,0.33,,,,0.02,0.01,,,0.08,0.0,0.0,0.0,,0.12,,,,3.42,0.19,13.67,10.06,,,-0.0,3.04,0.0,0.01,,0.11,11.29,,1.55,,7.59,7.71,,,0.09,-0.01,,0.12,n3,n4,n1,Medicina de Grupo
331317,real grandeza - fundação de previd,,,,,0.2455696920668736,,,0.005649993884992117,,,,,,,,4.049156057272028,58735,,156.23,155.35,0.88,129.44,,19.05,387.07,,387.07,,,21.69,5.65,,2.49,439.57,62.38,,,11.57,12.09,,0.08,,,,,,,,,,,,11.62,10.18,2.64,,4.14,,,,38.37,26.26,156.23,91.61,,,,28.41,0.0,0.88,,,422.8,,25.54,,350.58,353.47,,0.0,1.81,,,2.9,n4,n5,n5,Autogestão
331341,unimed de bebedouro cooperativa de,,,1.8601623473018276,0.4427090388960963,0.42261845949750676,0.1431804535100041,,0.24552435361652855,0.8457804777524991,0.0009959957225880052,0.07971595801386498,0.926492431488952,0.937110202010654,26.329119841116125,2.258819929436091,1.7852406335505144,43887,2981.6575236402578,70.35,53.07,17.27,35.62,0.02,7.46,133.12,-2.26,133.22,,0.74,9.57,4.82,0.44,,139.69,10.43,0.13,,4.08,1.32,0.01,2.18,,1.41,9.17,,,,0.65,0.47,,,16.65,0.03,0.18,,2.11,3.51,0.23,0.05,,29.73,8.79,70.35,31.83,,1.41,0.44,21.83,,6.99,,15.21,151.39,-0.16,5.26,,110.16,110.68,,1.18,2.62,-2.26,-0.11,0.51,n4,n5,n3,Cooperativa Médica
331651,unimed araxá cooperativa de trabal,0.025288114040368848,0.03417160026965936,0.7459974621468697,,0.20437697649550218,0.1691820146312336,0.03389839151408561,0.5528344475480511,0.6904360428995089,0.015795022462445164,0.12398494354833033,0.8302160089102845,0.8343779037817062,29.71055891231643,,2.1879448464283833,24308,2168.1335860622016,70.65,31.59,39.06,21.91,0.01,3.8,53.76,-1.05,53.76,0.59,2.19,4.35,3.8,1.91,0.0,63.2,6.53,0.83,,2.1,0.13,0.02,0.25,,,36.19,1.62,,2.21,,2.75,-0.09,0.09,17.08,1.73,1.08,0.45,0.01,1.8,0.09,0.0,,14.44,3.93,70.65,52.28,0.16,,0.41,7.08,,0.12,,9.68,67.19,-0.13,3.86,,35.99,36.39,,1.0,1.65,-1.05,,0.39,n4,n4,n3,Cooperativa Médica
331856,caixa de assistencia medica dos ex,,,,,0.06857467502833638,,,0.6223978761616963,,,,,,,,5.506436941659165,314,,2.33,0.88,1.45,0.25,,0.63,4.1,,4.1,,,0.63,0.01,0.1,,3.96,0.68,,,0.1,0.07,,0.0,,,0.07,,,,,,,,,0.03,,,,0.0,,,,0.16,1.13,2.33,1.04,,,,0.03,,1.38,,,4.11,,0.02,,3.18,3.18,,,0.02,,,,n2,n2,n1,Medicina de Grupo
331872,unimed sao jose dos campos - coope,0.08611926788349537,0.27183784355915797,2.1764936093237455,0.5485163701241501,0.5415065872650878,0.23125003904292207,0.03956789375101972,0.35310927771945744,0.8575241716837965,0.011605064771921886,0.14468011487930882,1.0138093513350273,1.0487421228020433,23.678201668913093,1.8230996456380362,1.194612840349189,101656,3042.966843668844,142.13,91.94,50.19,41.45,,18.78,320.55,-11.22,320.68,0.01,17.0,20.35,18.41,7.22,0.03,337.24,44.75,3.59,0.1,12.18,8.35,0.71,0.38,6.37,1.0,38.74,0.02,,0.03,2.7,3.68,,0.05,9.27,1.83,0.12,1.51,,7.7,0.49,1.97,,76.96,20.14,142.13,45.03,2.38,1.0,1.09,37.18,,5.06,,36.73,349.51,-1.95,5.15,,263.07,265.26,,2.5,7.76,-11.22,-0.13,2.19,n4,n5,n5,Cooperativa Médica
331988,pasa - plano de assistencia a saud,,,,,0.6474724407063599,,,0.044096222224554525,,,,,,,,1.4763621085286698,49307,,177.31,169.5,7.82,134.56,,10.93,269.08,,269.08,,,12.57,7.29,,,365.97,45.3,,,17.23,4.41,,2.4,,,4.21,,,,0.38,,,,0.18,17.34,,1.64,,19.72,0.24,,,114.81,5.86,177.31,56.64,,,1.63,105.98,,3.23,,85.15,371.31,,16.94,,294.14,297.13,,,1.53,,,2.99,n4,n5,n5,Autogestão
332291,polymed - polyclínica médica e ope,1.0162365964812685,1.5188455599569635,0.9627370249674756,,0.3309151218047056,,1.0555702856817004,0.18158799314504862,0.5015480772711767,0.21274672954401833,0.4586053162646012,1.1729001230797962,1.3656574125625587,32.388252629579725,,2.473178023390388,4268,283.3441940018744,1.26,1.03,0.23,0.14,,0.11,1.28,-0.07,1.28,0.11,0.17,0.11,0.12,,0.0,1.88,0.55,0.26,,0.14,0.03,,0.01,0.04,,0.19,0.28,,0.39,0.02,0.02,,,,0.48,,,,0.59,0.0,,,0.42,,1.26,0.84,,,-0.05,0.14,,,,2.45,3.55,-0.14,0.03,,0.59,0.61,,0.01,0.11,-0.07,,0.02,n2,n2,n1,Medicina de Grupo
333051,unimed de guarulhos cooperativa de,0.00919271015674416,0.030946155118245163,1.5842719883457554,0.5124871851246752,0.4999690094042892,0.1284521268027685,0.00580248229115184,0.5372723273760924,0.9013422829969004,0.024519434647593416,0.11220997526102532,1.0380716929055191,1.0586197771511652,14.053319804078717,1.9512683029463957,0.9340996166617311,88967,2583.4881769644926,145.08,67.13,77.95,45.93,,4.1,235.94,-6.1,235.68,0.18,3.51,8.97,15.63,2.99,0.17,292.0,25.79,5.64,,5.63,2.21,,0.28,1.96,2.48,29.4,0.5,,0.69,0.52,13.31,,0.0,50.79,0.16,0.11,4.87,,5.56,0.03,0.1,,71.87,28.78,143.75,43.1,,2.48,0.24,42.34,,34.72,,57.64,294.02,-2.26,7.31,,203.39,207.17,,2.75,8.77,-6.1,0.27,3.78,n4,n5,n4,Cooperativa Médica
333328,associação pró-saúde              ,,,,0.6291052028432534,0.6492671164440651,,,0.14042619122619554,,,,,,,1.5895592588973673,1.4128523521034824,6611,,4.56,3.92,0.64,1.75,,1.01,10.1,,10.1,,0.97,1.01,0.81,0.2,,15.92,2.14,,,0.46,0.03,,0.06,0.07,0.09,0.61,,,,0.01,,,,6.24,,,,,0.11,0.0,,,2.77,0.11,4.27,1.39,,0.09,0.17,1.49,,0.02,,5.81,16.21,,0.3,,7.58,7.34,,0.01,0.21,,,-0.24,n2,n4,n1,Medicina de Grupo
333662,unimed de dourados cooperativa de ,0.06772404371438076,0.1813485944366561,1.7322144416815746,0.4177518970829522,0.41241735665732443,0.14375347068305075,0.03909680123012747,0.14172627151625397,0.8281585086850065,0.0032792688445262186,0.10885095024906799,0.9402887277786008,,13.955030185845619,2.3937653113791413,2.0810805234777776,39203,3951.665584011428,89.43,76.76,12.68,56.39,,6.01,156.18,-1.27,156.33,0.49,7.4,6.01,2.49,0.0,0.06,160.2,16.86,0.51,,4.07,6.04,,0.52,0.0,0.48,4.67,1.35,,1.85,0.06,3.6,,,8.13,0.03,0.09,,,0.5,0.01,,,36.88,19.15,89.43,33.4,,0.48,0.34,32.33,,4.34,,3.78,168.1,,7.66,,126.5,128.3,,5.94,2.01,-1.27,-0.15,1.8,n4,n5,n3,Cooperativa Médica
333689,mediservice operadora de planos de,0.09231212194874289,0.19782803747838246,2.5322650653049927,,0.4970046045370898,0.05916254440661012,0.03645436775696488,0.058025801429749065,0.9470236364534972,0.0009825069037959879,0.01544360181498566,0.9634497451722789,,59.32387076068419,,1.8953027597150853,226566,7055.589568823213,631.28,594.65,36.63,324.51,,251.62,1605.17,-6.61,1605.17,8.29,,263.42,79.12,,5.1,1569.43,24.69,1.57,,3.29,3.4,0.01,3.67,,,1.45,22.8,-1.31,29.95,4.2,,,10.08,1.19,21.84,0.77,,1.72,0.02,0.0,,0.18,313.75,22.96,631.28,294.57,1.33,,1.52,212.88,,30.97,,11.08,1657.65,,47.25,,1513.87,1513.87,,3.01,16.65,-6.61,,,n4,n6,n3,Medicina de Grupo
333808,irmandade de misericórdia do hospi,,,,0.5675582380118946,0.564004652614463,,,0.5837181214721906,,,,,,,1.7619337241987887,0.7380823484312061,12028,,13.33,5.55,7.78,1.86,,0.27,25.97,,25.97,,1.04,0.27,3.13,0.88,0.0,37.59,7.95,0.05,,2.69,0.59,0.0,1.87,0.63,0.05,7.78,,,,0.0,,,,7.37,0.31,,,,0.45,0.06,,,7.52,2.86,13.33,2.95,0.01,0.05,0.08,2.71,0.0,0.0,,11.58,37.99,,0.42,,21.28,21.23,,,0.17,,,-0.05,n3,n4,n3,Filantropia
333867,associaçao unisaude marau         ,,,,,0.10418418118253002,,,0.019162086224412175,,,,,,,,9.414461030865771,4677,,13.09,12.84,0.25,11.7,,0.88,8.32,,8.32,,,1.02,0.06,,,8.85,0.9,,,0.31,0.25,0.0,0.12,,,0.05,,,,0.0,0.11,,,,,,0.14,,0.01,0.0,,,1.36,,13.09,11.73,,,0.36,1.13,0.09,0.09,,,9.89,,1.54,,7.26,7.34,,0.0,0.08,,,0.09,n3,n3,n1,Medicina de Grupo
333875,irmandade da santa casa de miseric,,,,,0.4492848762576372,,,0.5223161836885218,,,,,,,,1.063209205460893,9233,,95.24,45.49,49.74,7.51,,3.29,24.47,,24.46,,17.07,3.29,28.42,0.81,0.01,175.24,77.66,0.19,,43.14,3.4,0.09,0.89,5.23,,49.57,,,,0.17,,,,72.95,0.19,0.0,,,16.61,0.12,,,42.79,20.59,95.24,31.86,,,1.54,6.91,0.03,,,129.24,176.39,,0.94,,19.01,19.23,,,1.37,,,0.22,n4,n5,n5,Filantropia
334154,unimed de caçapava - cooperativa d,0.05648160253690216,0.1828681347340537,1.1383994673373983,0.3599229019380626,0.35972581655382246,0.23163927724164665,0.049614923546131784,0.6009855524920397,0.762806291087813,0.003987354667222609,0.17010108317941047,0.936894728934446,,9.690273484813366,2.7783727976612203,1.1092182688763441,15036,3335.460036578878,44.05,17.58,26.48,11.52,0.03,1.35,51.11,-0.96,51.11,0.03,2.26,1.35,2.42,1.16,0.02,64.52,8.53,0.2,,2.15,2.27,0.0,0.01,3.44,0.01,12.99,0.06,,0.19,0.38,1.08,,0.0,14.41,0.02,0.07,0.0,,1.21,0.1,0.01,0.1,15.85,14.6,44.05,13.61,0.65,0.01,0.18,7.66,0.16,12.02,,14.14,67.2,,2.8,,38.37,38.26,,1.13,0.95,-0.96,-0.0,-0.12,n3,n4,n3,Cooperativa Médica
334511,unimed vale do paraíba - federação,0.05850606601165714,0.11745177084521487,0.15954041752111187,,0.46105119180838483,2.7219719721030757,0.36671626488576214,0.4154740229910184,0.8176753540925563,,2.4112876536986305,,,6.4965697072664,,1.2678114434891505,252,3938.740158730159,6.22,3.64,2.58,0.63,,0.02,1.12,-0.13,1.12,0.01,1.16,0.02,0.59,1.52,,10.46,2.39,,,0.71,0.21,,0.42,,,0.5,0.02,,0.02,0.02,1.82,-0.03,,6.82,0.23,,,,0.41,0.0,,,2.87,0.25,6.22,3.1,,,0.03,0.53,0.01,0.24,,9.34,10.85,0.0,0.25,,0.86,0.81,,0.99,0.22,-0.13,,-0.05,n2,n4,n1,Cooperativa Médica
334561,unimed blumenau - cooperativa de t,-0.011644380212355683,-0.03423090163948163,2.0040873724743555,,0.40088554951897953,0.15001153187655927,-0.005810315644062413,0.5846561339913412,0.8738916087427976,0.0015204905720635883,0.11713913392866508,0.9925512332435262,1.0250750376593698,12.123470257850121,,1.0360659457718735,98814,3319.1680437994614,163.66,67.97,95.68,25.94,,4.46,332.37,-4.39,332.37,0.28,11.31,11.05,10.69,11.49,0.42,363.5,38.42,0.5,,13.88,8.96,0.43,0.22,7.28,,62.07,0.75,,1.03,0.44,3.35,-5.48,,22.76,9.48,0.1,6.58,,13.8,0.09,,,65.61,42.38,163.66,55.67,0.56,,1.26,30.18,,29.82,,30.6,362.63,-1.44,4.69,,284.78,286.62,,5.57,5.55,-4.39,,1.84,n4,n5,n5,Cooperativa Médica
334847,unimed de jataí cooperativa de tra,,,0.8754551088738942,0.28289863832158463,0.28003486178268644,0.40069654566347684,,0.31552527221989873,0.6219113108996063,0.006010721638633955,0.19847819806622996,0.8264002306044701,0.8781102792716393,20.890274009144502,3.5348349710444746,2.4442482747425553,6943,2089.235838974507,16.57,11.34,5.23,7.37,0.0,0.29,14.96,-0.45,14.36,,2.31,0.84,0.76,1.0,0.01,18.41,2.88,0.09,,0.65,0.66,,0.03,0.03,0.05,2.76,,,,0.0,0.32,-0.0,,5.38,0.3,0.06,0.55,,0.44,0.35,,,4.64,3.55,16.57,8.38,,0.05,0.09,2.45,,2.15,0.6,5.71,21.65,-0.2,1.53,,8.93,9.02,,0.0,0.4,-0.45,,0.09,n3,n4,n1,Cooperativa Médica
335100,unimed sao josé do rio preto - coo,0.15392876386186882,0.3895831580018342,2.278281682278213,0.411058016919583,0.40795418111743753,0.182121087207361,0.06756353486016035,0.32097405200123114,0.8758813244653219,0.0033453235674487042,0.11342516024637109,0.9926518082791418,1.0048695329068464,15.296508832510247,2.432746616873876,1.6644662058342723,169986,3219.772000753003,240.23,163.12,77.11,104.2,0.22,4.54,560.98,-13.67,561.17,-2.44,13.71,23.26,18.13,13.47,0.09,698.58,62.08,1.83,,19.85,3.38,0.43,1.08,0.32,0.75,62.03,-6.75,,-9.19,5.49,4.93,,17.29,134.54,8.65,0.46,1.36,0.07,13.17,0.24,2.94,,98.0,47.31,240.23,94.92,3.0,0.75,5.27,57.05,,4.66,,166.29,726.37,-3.27,14.54,,482.46,479.38,,4.53,8.71,-13.67,-0.18,-3.08,n4,n5,n5,Cooperativa Médica
335215,unimed araruama cooperativa de tra,0.06872951263177597,0.22902908697171917,1.8413448782455955,0.5655964964170813,0.5637854045590319,0.18499117121985403,0.03732571417976863,0.3568095922930192,0.8416391045380313,0.0035963634254627384,0.1319998026963913,0.9772352706598852,1.0189096115500456,6.960167022902166,1.768044898323736,1.140842601645667,19073,3890.2503140565195,40.3,25.92,14.38,20.41,0.31,1.42,74.88,-0.68,74.88,0.04,1.71,1.43,1.34,2.89,0.1,95.89,9.79,0.27,,2.51,2.34,0.94,0.11,2.32,0.07,2.07,0.09,,0.12,0.06,9.19,-0.14,0.0,18.72,0.78,0.04,0.01,0.0,1.29,0.09,0.03,,22.72,5.49,40.3,12.09,0.06,0.07,0.69,13.8,0.02,3.06,,20.7,98.79,-0.7,3.15,,61.61,62.45,,0.84,1.92,-0.68,,0.83,n3,n4,n3,Cooperativa Médica
335479,unimed nova friburgo-soc.coop.serv,,,2.1706617753940733,0.5731038283075323,0.5589954434844512,0.24510092721372245,,0.3797887842786075,0.8091967060882573,0.01692721945100816,0.07913666563291358,0.905260591172179,,38.50229296318143,1.7448845228501804,1.1095103241904047,86878,2507.142390939018,100.35,62.24,38.11,27.86,0.45,23.15,219.33,-1.52,219.33,,2.95,23.3,2.71,,2.58,229.13,17.24,3.69,,4.38,3.76,,2.97,2.5,1.42,13.31,,,,0.06,1.84,,0.15,0.25,23.47,,,,3.93,,0.0,,56.09,11.32,100.35,32.93,,1.42,4.47,43.07,2.1,22.89,,12.08,238.07,,8.17,,171.8,176.26,,1.22,2.68,-1.52,,4.45,n4,n5,n3,Cooperativa Médica
335517,unimed itabira cooperativa de trab,0.05588208849244533,0.13373347617950765,1.5734375468294628,0.4534314754734313,0.4303088730985091,0.20757668600520798,0.0355159241020083,0.49493684759310214,0.7833330859618189,,0.12357944639120425,,,21.293483080615854,2.205404904800427,1.1737223747446999,18040,2260.014434035477,25.91,13.09,12.82,9.95,0.02,2.14,41.47,-0.7,41.46,0.12,0.02,2.41,0.65,0.94,,50.21,5.04,,,1.68,0.38,0.01,0.29,,0.6,10.84,0.33,,0.44,0.0,0.47,,,10.29,0.77,0.02,0.27,0.0,0.14,0.01,0.0,,11.15,3.93,25.91,10.83,0.11,0.6,1.69,8.63,,1.52,,9.92,52.1,-0.78,2.08,,31.9,31.94,,0.27,0.91,-0.7,0.01,0.04,n3,n4,n2,Cooperativa Médica
335541,"unimed vale das antas, rs - cooper",0.01179866881207894,0.0443139011056648,1.6450473703047581,0.4204876437593989,0.4074390047193167,0.2460571655141521,0.007172236511276355,0.3269145338985625,0.8350412592166909,0.006560649878499432,0.22209695676848681,1.0636988658636772,1.086278938580525,10.20280718810937,2.3781911664738367,1.6519907478301534,16983,1758.4158994288405,18.15,12.22,5.93,8.21,0.1,0.82,30.2,-0.34,30.27,0.11,1.5,0.85,0.82,1.0,0.03,42.13,6.63,0.2,,1.62,0.32,0.02,0.03,,0.24,0.32,0.28,,0.4,0.03,1.85,,,9.45,0.32,0.06,0.02,,1.22,0.0,0.15,0.01,7.4,5.92,18.15,4.83,0.2,0.24,0.06,5.0,,3.74,,11.87,42.74,-0.3,1.02,,24.54,24.94,,0.25,0.44,-0.34,-0.06,0.4,n3,n4,n2,Cooperativa Médica
335592,unimed natal soc. coop. de trab. m,,,1.5914436963601715,0.4187033131850132,0.4185746467647855,0.13622935090381733,,0.4099842326790518,0.8470744097703564,0.00528320230679389,0.1224146693437466,0.9747722814208968,1.0059119563798502,18.293836893220682,2.3883259781088193,1.4095831457572785,151380,3219.7734327520147,306.27,180.7,125.57,111.71,0.15,24.77,509.35,-21.94,509.35,,16.49,24.77,26.68,0.0,9.69,515.24,59.67,2.58,0.0,20.36,15.08,0.24,15.0,0.84,0.04,37.8,,,,2.43,10.42,0.0,0.0,15.49,1.3,18.19,0.0,0.0,10.51,0.85,0.15,,128.2,96.22,306.27,81.85,0.0,0.04,8.02,72.09,0.0,74.92,0.0,7.35,534.89,-0.01,21.6,0.0,410.79,412.87,0.0,1.23,18.75,-21.94,0.0,2.09,n4,n5,n5,Cooperativa Médica
335614,samedil serviços de atendimento mé,0.1860705898507179,0.43893739673519205,2.136747575447659,0.5569731728992393,0.5521694830212276,,0.08708122194159279,0.3454289954528991,0.6627238232324729,0.046080506980165845,0.158932847474245,0.8677371776868839,,7.186058436491056,1.7954186101902392,1.1854530622836625,24487,3899.0417797198515,44.68,29.25,15.43,25.44,,1.9,98.13,-2.66,98.13,1.09,,1.91,2.09,,0.88,86.38,15.17,4.4,,3.5,1.71,0.04,0.52,0.77,0.21,5.74,2.98,,4.07,0.08,9.62,,,0.01,0.02,0.1,0.0,0.0,1.19,0.11,,,24.67,1.07,44.68,18.94,,0.21,1.76,18.62,1.52,0.0,,,98.77,,3.2,,61.31,63.27,,0.08,0.8,-2.66,,1.96,n3,n4,n3,Medicina de Grupo
335657,advance planos de saúde ltda      ,,,1.7883688845285164,0.43991960191907553,0.43187110265910517,,,0.17516685933466739,0.9327093941273286,,0.09128570545178434,,,29.74311787090641,2.273142627965809,1.909905839003101,3136,10960.980618622449,19.22,15.85,3.37,7.2,,2.84,34.82,-0.45,34.82,,,2.84,0.1,,0.24,37.8,3.14,,,0.75,0.1,0.51,0.01,,0.15,1.94,,,,0.3,0.0,-0.0,,,1.67,,,,2.92,,,,8.3,3.73,19.22,7.19,,0.15,0.32,7.46,,1.13,,,37.43,,3.05,,31.84,32.06,,2.89,0.5,-0.45,,0.22,n3,n4,n1,Medicina de Grupo
